,Edition,Year,Points type,From,To,Points
478,turin-2022,2022,Points given by televoters,montenegro,portugal,5
479,turin-2022,2022,Points given by televoters,poland,portugal,1
480,turin-2022,2022,Points given by televoters,spain,portugal,4
481,turin-2022,2022,Points given by televoters,switzerland,portugal,7
482,turin-2022,2022,Points given by the jury,austria,norway,5
483,turin-2022,2022,Points given by the jury,bulgaria,norway,2
484,turin-2022,2022,Points given by the jury,czech republic,norway,2
485,turin-2022,2022,Points given by the jury,finland,norway,4
486,turin-2022,2022,Points given by the jury,germany,norway,3
487,turin-2022,2022,Points given by the jury,iceland,norway,8
488,turin-2022,2022,Points given by the jury,latvia,norway,5
489,turin-2022,2022,Points given by the jury,the netherlands,norway,3
490,turin-2022,2022,Points given by the jury,sweden,norway,3
491,turin-2022,2022,Points given by the jury,switzerland,norway,1
492,turin-2022,2022,Points given by televoters,australia,norway,10
493,turin-2022,2022,Points given by televoters,austria,norway,5
494,turin-2022,2022,Points given by televoters,azerbaijan,norway,7
495,turin-2022,2022,Points given by televoters,bulgaria,norway,1
496,turin-2022,2022,Points given by televoters,croatia,norway,5
497,turin-2022,2022,Points given by televoters,czech republic,norway,3
498,turin-2022,2022,Points given by televoters,denmark,norway,8
499,turin-2022,2022,Points given by televoters,estonia,norway,4
500,turin-2022,2022,Points given by televoters,finland,norway,6
501,turin-2022,2022,Points given by televoters,germany,norway,1
502,turin-2022,2022,Points given by televoters,greece,norway,6
503,turin-2022,2022,Points given by televoters,iceland,norway,10
504,turin-2022,2022,Points given by televoters,ireland,norway,4
505,turin-2022,2022,Points given by televoters,israel,norway,4
506,turin-2022,2022,Points given by televoters,italy,norway,4
507,turin-2022,2022,Points given by televoters,latvia,norway,5
508,turin-2022,2022,Points given by televoters,lithuania,norway,2
509,turin-2022,2022,Points given by televoters,malta,norway,4
510,turin-2022,2022,Points given by televoters,moldova,norway,6
511,turin-2022,2022,Points given by televoters,montenegro,norway,2
512,turin-2022,2022,Points given by televoters,the netherlands,norway,5
513,turin-2022,2022,Points given by televoters,north macedonia,norway,2
514,turin-2022,2022,Points given by televoters,poland,norway,4
515,turin-2022,2022,Points given by televoters,portugal,norway,2
516,turin-2022,2022,Points given by televoters,romania,norway,2
517,turin-2022,2022,Points given by televoters,san marino,norway,2
518,turin-2022,2022,Points given by televoters,serbia,norway,8
519,turin-2022,2022,Points given by televoters,slovenia,norway,3
520,turin-2022,2022,Points given by televoters,spain,norway,3
521,turin-2022,2022,Points given by televoters,sweden,norway,10
522,turin-2022,2022,Points given by televoters,ukraine,norway,2
523,turin-2022,2022,Points given by televoters,united kingdom,norway,6
524,turin-2022,2022,Points given by the jury,albania,the netherlands,6
525,turin-2022,2022,Points given by the jury,armenia,the netherlands,4
526,turin-2022,2022,Points given by the jury,austria,the netherlands,8
527,turin-2022,2022,Points given by the jury,azerbaijan,the netherlands,4
528,turin-2022,2022,Points given by the jury,croatia,the netherlands,2
529,turin-2022,2022,Points given by the jury,denmark,the netherlands,10
530,turin-2022,2022,Points given by the jury,estonia,the netherlands,1
531,turin-2022,2022,Points given by the jury,finland,the netherlands,5
532,turin-2022,2022,Points given by the jury,france,the netherlands,4
533,turin-2022,2022,Points given by the jury,georgia,the netherlands,4
534,turin-2022,2022,Points given by the jury,germany,the netherlands,4
535,turin-2022,2022,Points given by the jury,greece,the netherlands,4
536,turin-2022,2022,Points given by the jury,iceland,the netherlands,4
537,turin-2022,2022,Points given by the jury,israel,the netherlands,1
538,turin-2022,2022,Points given by the jury,italy,the netherlands,12
539,turin-2022,2022,Points given by the jury,latvia,the netherlands,4
540,turin-2022,2022,Points given by the jury,lithuania,the netherlands,6
541,turin-2022,2022,Points given by the jury,montenegro,the netherlands,3
542,turin-2022,2022,Points given by the jury,norway,the netherlands,5
543,turin-2022,2022,Points given by the jury,poland,the netherlands,3
544,turin-2022,2022,Points given by the jury,portugal,the netherlands,7
545,turin-2022,2022,Points given by the jury,romania,the netherlands,3
546,turin-2022,2022,Points given by the jury,slovenia,the netherlands,7
547,turin-2022,2022,Points given by the jury,switzerland,the netherlands,10
548,turin-2022,2022,Points given by the jury,ukraine,the netherlands,8
549,turin-2022,2022,Points given by televoters,albania,the netherlands,6
550,turin-2022,2022,Points given by televoters,belgium,the netherlands,10
551,turin-2022,2022,Points given by televoters,estonia,the netherlands,3
552,turin-2022,2022,Points given by televoters,germany,the netherlands,4
553,turin-2022,2022,Points given by televoters,iceland,the netherlands,5
554,turin-2022,2022,Points given by televoters,israel,the netherlands,2
555,turin-2022,2022,Points given by televoters,italy,the netherlands,2
556,turin-2022,2022,Points given by televoters,lithuania,the netherlands,1
557,turin-2022,2022,Points given by televoters,portugal,the netherlands,4
558,turin-2022,2022,Points given by televoters,slovenia,the netherlands,1
559,turin-2022,2022,Points given by televoters,sweden,the netherlands,1
560,turin-2022,2022,Points given by televoters,ukraine,the netherlands,3
561,turin-2022,2022,Points given by the jury,azerbaijan,poland,2
562,turin-2022,2022,Points given by the jury,france,poland,8
563,turin-2022,2022,Points given by the jury,georgia,poland,2
564,turin-2022,2022,Points given by the jury,greece,poland,10
565,turin-2022,2022,Points given by the jury,israel,poland,6
566,turin-2022,2022,Points given by the jury,malta,poland,4
567,turin-2022,2022,Points given by the jury,north macedonia,poland,2
568,turin-2022,2022,Points given by the jury,san marino,poland,4
569,turin-2022,2022,Points given by the jury,united kingdom,poland,8
570,turin-2022,2022,Points given by televoters,australia,poland,3
571,turin-2022,2022,Points given by televoters,austria,poland,4
572,turin-2022,2022,Points given by televoters,azerbaijan,poland,1
573,turin-2022,2022,Points given by televoters,belgium,poland,7
574,turin-2022,2022,Points given by televoters,cyprus,poland,3
575,turin-2022,2022,Points given by televoters,czech republic,poland,7
576,turin-2022,2022,Points given by televoters,denmark,poland,4
577,turin-2022,2022,Points given by televoters,france,poland,4
578,turin-2022,2022,Points given by televoters,germany,poland,8
579,turin-2022,2022,Points given by televoters,iceland,poland,4
580,turin-2022,2022,Points given by televoters,ireland,poland,10
581,turin-2022,2022,Points given by televoters,israel,poland,1
582,turin-2022,2022,Points given by televoters,italy,poland,3
583,turin-2022,2022,Points given by televoters,malta,poland,2
584,turin-2022,2022,Points given by televoters,montenegro,poland,4
585,turin-2022,2022,Points given by televoters,the netherlands,poland,6
586,turin-2022,2022,Points given by televoters,norway,poland,5
587,turin-2022,2022,Points given by televoters,spain,poland,1
588,turin-2022,2022,Points given by televoters,sweden,poland,5
589,turin-2022,2022,Points given by televoters,switzerland,poland,1
590,turin-2022,2022,Points given by televoters,ukraine,poland,12
591,turin-2022,2022,Points given by televoters,united kingdom,poland,10
592,turin-2022,2022,Points given by the jury,armenia,estonia,3
593,turin-2022,2022,Points given by the jury,australia,estonia,1
594,turin-2022,2022,Points given by the jury,czech republic,estonia,8
595,turin-2022,2022,Points given by the jury,malta,estonia,5
596,turin-2022,2022,Points given by the jury,moldova,estonia,5
597,turin-2022,2022,Points given by the jury,serbia,estonia,10
598,turin-2022,2022,Points given by the jury,sweden,estonia,6
599,turin-2022,2022,Points given by the jury,united kingdom,estonia,5
600,turin-2022,2022,Points given by televoters,albania,estonia,5
601,turin-2022,2022,Points given by televoters,armenia,estonia,12
602,turin-2022,2022,Points given by televoters,croatia,estonia,2
603,turin-2022,2022,Points given by televoters,czech republic,estonia,4
604,turin-2022,2022,Points given by televoters,denmark,estonia,3
605,turin-2022,2022,Points given by televoters,finland,estonia,10
606,turin-2022,2022,Points given by televoters,latvia,estonia,8
607,turin-2022,2022,Points given by televoters,lithuania,estonia,8
608,turin-2022,2022,Points given by televoters,moldova,estonia,7
609,turin-2022,2022,Points given by televoters,montenegro,estonia,3
610,turin-2022,2022,Points given by televoters,the netherlands,estonia,1
611,turin-2022,2022,Points given by televoters,north macedonia,estonia,3
612,turin-2022,2022,Points given by televoters,norway,estonia,2
613,turin-2022,2022,Points given by televoters,poland,estonia,8
614,turin-2022,2022,Points given by televoters,romania,estonia,5
615,turin-2022,2022,Points given by televoters,serbia,estonia,6
616,turin-2022,2022,Points given by televoters,sweden,estonia,4
617,turin-2022,2022,Points given by televoters,ukraine,estonia,5
618,turin-2022,2022,Points given by televoters,united kingdom,estonia,2
619,turin-2022,2022,Points given by the jury,croatia,lithuania,7
620,turin-2022,2022,Points given by the jury,denmark,lithuania,3
621,turin-2022,2022,Points given by the jury,estonia,lithuania,2
622,turin-2022,2022,Points given by the jury,iceland,lithuania,1
623,turin-2022,2022,Points given by the jury,latvia,lithuania,1
624,turin-2022,2022,Points given by the jury,montenegro,lithuania,2
625,turin-2022,2022,Points given by the jury,norway,lithuania,2
626,turin-2022,2022,Points given by the jury,portugal,lithuania,5
627,turin-2022,2022,Points given by the jury,serbia,lithuania,2
628,turin-2022,2022,Points given by the jury,slovenia,lithuania,10
629,turin-2022,2022,Points given by televoters,armenia,lithuania,2
630,turin-2022,2022,Points given by televoters,australia,lithuania,2
631,turin-2022,2022,Points given by televoters,croatia,lithuania,3
632,turin-2022,2022,Points given by televoters,cyprus,lithuania,2
633,turin-2022,2022,Points given by televoters,denmark,lithuania,7
634,turin-2022,2022,Points given by televoters,estonia,lithuania,7
635,turin-2022,2022,Points given by televoters,finland,lithuania,2
636,turin-2022,2022,Points given by televoters,georgia,lithuania,5
637,turin-2022,2022,Points given by televoters,iceland,lithuania,2
638,turin-2022,2022,Points given by televoters,ireland,lithuania,8
639,turin-2022,2022,Points given by televoters,latvia,lithuania,10
640,turin-2022,2022,Points given by televoters,moldova,lithuania,4
641,turin-2022,2022,Points given by televoters,north macedonia,lithuania,1
642,turin-2022,2022,Points given by televoters,norway,lithuania,10
643,turin-2022,2022,Points given by televoters,poland,lithuania,2
644,turin-2022,2022,Points given by televoters,portugal,lithuania,1
645,turin-2022,2022,Points given by televoters,serbia,lithuania,3
646,turin-2022,2022,Points given by televoters,slovenia,lithuania,2
647,turin-2022,2022,Points given by televoters,sweden,lithuania,3
648,turin-2022,2022,Points given by televoters,ukraine,lithuania,10
649,turin-2022,2022,Points given by televoters,united kingdom,lithuania,7
650,turin-2022,2022,Points given by the jury,belgium,australia,1
651,turin-2022,2022,Points given by the jury,cyprus,australia,8
652,turin-2022,2022,Points given by the jury,czech republic,australia,1
653,turin-2022,2022,Points given by the jury,estonia,australia,8
654,turin-2022,2022,Points given by the jury,finland,australia,8
655,turin-2022,2022,Points given by the jury,germany,australia,5
656,turin-2022,2022,Points given by the jury,greece,australia,8
657,turin-2022,2022,Points given by the jury,ireland,australia,2
658,turin-2022,2022,Points given by the jury,israel,australia,5
659,turin-2022,2022,Points given by the jury,italy,australia,2
660,turin-2022,2022,Points given by the jury,latvia,australia,2
661,turin-2022,2022,Points given by the jury,malta,australia,6
662,turin-2022,2022,Points given by the jury,moldova,australia,6
663,turin-2022,2022,Points given by the jury,the netherlands,australia,7
664,turin-2022,2022,Points given by the jury,north macedonia,australia,5
665,turin-2022,2022,Points given by the jury,poland,australia,6
666,turin-2022,2022,Points given by the jury,romania,australia,6
667,turin-2022,2022,Points given by the jury,san marino,australia,6
668,turin-2022,2022,Points given by the jury,spain,australia,8
669,turin-2022,2022,Points given by the jury,sweden,australia,10
670,turin-2022,2022,Points given by the jury,switzerland,australia,4
671,turin-2022,2022,Points given by the jury,ukraine,australia,3
672,turin-2022,2022,Points given by the jury,united kingdom,australia,6
673,turin-2022,2022,Points given by televoters,azerbaijan,australia,2
674,turin-2022,2022,Points given by the jury,albania,azerbaijan,3
675,turin-2022,2022,Points given by the jury,australia,azerbaijan,2
676,turin-2022,2022,Points given by the jury,belgium,azerbaijan,3
677,turin-2022,2022,Points given by the jury,bulgaria,azerbaijan,3
678,turin-2022,2022,Points given by the jury,cyprus,azerbaijan,10
679,turin-2022,2022,Points given by the jury,estonia,azerbaijan,3
680,turin-2022,2022,Points given by the jury,finland,azerbaijan,3
681,turin-2022,2022,Points given by the jury,germany,azerbaijan,6
682,turin-2022,2022,Points given by the jury,greece,azerbaijan,12
683,turin-2022,2022,Points given by the jury,malta,azerbaijan,2
